x0,x1,x2,y
1,0.181787109,0.67370807,-1
1,0.370369141,0.794347805,-1
1,0.390123047,0.500328824,-1
1,0.300013672,0.231923223,1
1,0.308144531,0.408203996,1
1,0.338207031,0.508358414,-1
1,0.277828125,0.404946461,1
1,0.222822266,0.596457547,-1
1,0.365863281,0.410678855,-1
1,0.340892578,0.385268207,1
1,0.425107422,0.51327941,-1
1,0.335365234,0.308678082,1
1,0.362003906,0.434531125,-1
1,0.293917969,0.384182605,1
1,0.284037109,0.343512777,1
1,0.375017578,0.308645965,1
1,0.273591797,0.414488434,1
1,0.309808594,0.296177418,1
1,0.304714844,0.260669793,1
1,0.29925,0.729683273,-1
1,0.237111328,0.422353258,1
1,0.282939453,0.457209813,1
1,0.276121094,0.677311824,-1
1,0.300236328,0.375924543,1
1,0.223890625,0.387407941,1
1,0.236654297,0.656306473,-1
1,0.222113281,0.612282605,-1
1,0.263476563,0.622541195,-1
1,0.403052734,0.485286496,-1
1,0.293273438,0.16213648,1
1,0.281419922,0.368923309,1
1,0.196003906,0.504502043,1
1,0.202951172,0.680190887,-1
1,0.342515625,0.322480688,1
1,0.339435547,0.240407816,1
1,0.266169922,0.567060184,-1
1,0.298578125,0.372095477,1
1,0.345792969,0.518262449,-1
1,0.293310547,0.694594945,-1
1,0.290626953,0.613483191,-1
1,0.302890625,0.664702047,-1
1,0.371957031,0.467352996,-1
1,0.234251953,0.442067605,1
1,0.368251953,0.328863926,1
1,0.377677734,0.351555645,1
1,0.499029297,0.542347047,-1
1,0.346257813,0.246414551,1
1,0.210541016,0.67310943,-1
1,0.344017578,0.220572687,1
1,0.292134766,0.733186445,-1
1,0.262878906,0.62484048,-1
1,0.265871094,0.498973496,1
1,0.279728516,0.477800215,1
1,0.347267578,0.38640216,1
1,0.201443359,0.656872492,-1
1,0.219539063,0.632172727,-1
1,0.197677734,0.443427516,1
1,0.261910156,0.386313461,1
1,0.344128906,0.217818594,1
1,0.210744141,0.673396043,-1
1,0.264431641,0.58463798,-1
1,0.264542969,0.643285215,-1
1,0.296488281,0.356266953,1
1,0.304894531,0.381698383,1
1,0.285351563,0.511063566,-1
1,0.2455625,0.476224758,1
1,0.287833984,0.22160184,1
1,0.197416016,0.65881023,-1
1,0.219195313,0.482597363,1
1,0.466941406,0.350751727,-1
1,0.431363281,0.549088434,-1
1,0.185396484,0.502180648,1
1,0.322857422,0.543547273,-1
1,0.172525391,0.559664156,1
1,0.264462891,0.441275699,1
1,0.260017578,0.650081992,-1
1,0.577246094,0.65467734,-1
1,0.360066406,0.577904625,-1
1,0.415605469,0.142864293,1
1,0.239402344,0.552101086,1
1,0.214392578,0.530496492,1
1,0.227681641,0.621759461,-1
1,0.342511719,0.264251375,1
1,0.351433594,0.550785781,-1
1,0.363183594,0.296922219,1
1,0.297447266,0.294719461,1
1,0.371021484,0.351340234,1
1,0.180269531,0.678532508,-1
1,0.357121094,0.62867566,-1
1,0.356929688,0.243549988,1
1,0.417720703,0.30611823,1
1,0.216486328,0.45778152,1
1,0.43309375,0.395327187,-1
1,0.255029297,0.401856227,1
1,0.262982422,0.643897695,-1
1,0.131253906,0.667285945,1
1,0.302111328,0.44916927,1
1,0.311257813,0.265572121,1
1,0.326634766,0.390518141,1
1,0.352146484,0.244899215,1
1,0.398507813,0.269759543,1
1,0.27003125,0.424446023,1
1,0.350417969,0.525510855,-1
1,0.285152344,0.515919023,-1
1,0.296144531,0.383962637,1
1,0.261332031,0.415606344,1
1,0.293884766,0.659773156,-1
1,0.281597656,0.376143754,1
1,0.451271484,0.196913328,1
1,0.403365234,0.25648293,1
1,0.298328125,0.323747949,1
1,0.286724609,0.280004184,1
1,0.360960937,0.20247098,1
1,0.436986328,0.334380375,-1
1,0.305664063,0.652863359,-1
1,0.354736328,0.4929495,-1
1,0.30759375,0.517361547,-1
1,0.313251953,0.518078,-1
1,0.246201172,0.358585188,1
1,0.234103516,0.351127902,1
1,0.240273438,0.500053332,1
1,0.286486328,0.520393348,-1
1,0.263712891,0.551980246,-1
1,0.316960938,0.327273566,1
1,0.380089844,0.290524336,1
1,0.163109375,0.694167293,-1
1,0.185980469,0.531835859,1
1,0.26946875,0.564208352,-1
